cd_aluno,cd_curso,dt_saida,ds_motivo
349257,ADM_EAD,2023-07-25,Não realizou a rematrícula
275440,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
353629,ADM_EAD,2023-07-25,Não realizou a rematrícula
353750,ADM_EAD,2023-07-25,Não realizou a rematrícula
354404,ADM_EAD,2023-07-25,Não realizou a rematrícula
330203,LOG_EAD,2023-07-25,Não realizou a rematrícula
335027,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
335515,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
337232,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
350743,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
350832,LOG_EAD,2023-07-25,Não realizou a rematrícula
352091,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
354820,ADM_EAD,2023-07-25,Não realizou a rematrícula
352460,LOG_EAD,2023-07-25,Não realizou a rematrícula
354943,ADM_EAD,2023-07-25,Não realizou a rematrícula
352789,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
354993,ADM_EAD,2023-07-25,Não realizou a rematrícula
353497,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
353939,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
353971,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
355834,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
356962,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
357071,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
357560,LOG_EAD,2023-07-25,Não realizou a rematrícula
359120,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
252628,CIC_EAD,2023-07-25,Não realizou a rematrícula
359180,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
360552,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
254809,CIC_EAD,2023-07-25,Não realizou a rematrícula
360870,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
361036,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
362083,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
362830,LOG_EAD,2023-07-25,Não realizou a rematrícula
363233,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
363624,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
363888,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
364108,LOG_EAD,2023-07-25,Não realizou a rematrícula
364213,LOG_EAD,2023-07-25,Não realizou a rematrícula
364558,LOG_EAD,2023-07-25,Não realizou a rematrícula
365023,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
365139,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
365783,LOG_EAD,2023-07-25,Não realizou a rematrícula
366135,LOG_EAD,2023-07-25,Não realizou a rematrícula
349362,CIC_EAD,2023-07-25,Não realizou a rematrícula
367743,LOG_EAD,2023-07-25,Não realizou a rematrícula
368146,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
368570,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
368600,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389208,CIC_EAD,2023-07-25,Não realizou a rematrícula
368626,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
369029,LOG_EAD,2023-07-25,Não realizou a rematrícula
356830,ADM_EAD,2023-07-25,Não realizou a rematrícula
369258,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
357756,ADM_EAD,2023-07-25,Não realizou a rematrícula
369665,LOG_EAD,2023-07-25,Não realizou a rematrícula
370680,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
357802,ADM_EAD,2023-07-25,Não realizou a rematrícula
370833,LOG_EAD,2023-07-25,Não realizou a rematrícula
371082,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
371120,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
372216,LOG_EAD,2023-07-25,Não realizou a rematrícula
372305,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
358272,ADM_EAD,2023-07-25,Não realizou a rematrícula
372810,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
358353,ADM_EAD,2023-07-25,Não realizou a rematrícula
372828,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
373239,LOG_EAD,2023-07-25,Não realizou a rematrícula
359953,ADM_EAD,2023-07-25,Não realizou a rematrícula
373352,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
360714,ADM_EAD,2023-07-25,Não realizou a rematrícula
361010,ADM_EAD,2023-07-25,Não realizou a rematrícula
361451,ADM_EAD,2023-07-25,Não realizou a rematrícula
291844,GESFIN_EAD,2023-07-25,Falta de tempo para conciliar estudos e demais atividades
362580,ADM_EAD,2023-07-25,Não realizou a rematrícula
291844,GESFIN_EAD,2023-07-25,Outros
373735,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
363298,ADM_EAD,2023-07-25,Não realizou a rematrícula
291844,GESFIN_EAD,2023-07-25,Falta de tempo para conciliar estudos e demais atividades
364337,ADM_EAD,2023-07-25,Não realizou a rematrícula
374278,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
365961,ADM_EAD,2023-07-25,Não realizou a rematrícula
367700,ADM_EAD,2023-07-25,Não realizou a rematrícula
374324,LOG_EAD,2023-07-25,Não realizou a rematrícula
369088,ADM_EAD,2023-07-25,Não realizou a rematrícula
374494,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
369240,ADM_EAD,2023-07-25,Não realizou a rematrícula
375266,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
369568,ADM_EAD,2023-07-25,Não realizou a rematrícula
375320,LOG_EAD,2023-07-25,Não realizou a rematrícula
369614,ADM_EAD,2023-07-25,Não realizou a rematrícula
369908,ADM_EAD,2023-07-25,Não realizou a rematrícula
375886,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
376769,LOG_EAD,2023-07-25,Não realizou a rematrícula
369992,ADM_EAD,2023-07-25,Não realizou a rematrícula
371350,ADM_EAD,2023-07-25,Não realizou a rematrícula
376980,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
377030,LOG_EAD,2023-07-25,Não realizou a rematrícula
372190,ADM_EAD,2023-07-25,Não realizou a rematrícula
374103,ADM_EAD,2023-07-25,Não realizou a rematrícula
377668,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
375380,ADM_EAD,2023-07-25,Não realizou a rematrícula
377714,LOG_EAD,2023-07-25,Não realizou a rematrícula
376610,ADM_EAD,2023-07-25,Não realizou a rematrícula
377749,LOG_EAD,2023-07-25,Não realizou a rematrícula
378090,LOG_EAD,2023-07-25,Não realizou a rematrícula
377080,ADM_EAD,2023-07-25,Não realizou a rematrícula
377170,ADM_EAD,2023-07-25,Não realizou a rematrícula
378362,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
377358,ADM_EAD,2023-07-25,Não realizou a rematrícula
378400,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
379270,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
378460,ADM_EAD,2023-07-25,Não realizou a rematrícula
379652,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
378575,ADM_EAD,2023-07-25,Não realizou a rematrícula
379245,ADM_EAD,2023-07-25,Não realizou a rematrícula
380219,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
323371,GES_PUB_EAD,2023-07-25,Outros
380464,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
381207,ADM_EAD,2023-07-25,Não realizou a rematrícula
381762,LOG_EAD,2023-07-25,Não realizou a rematrícula
382866,ADM_EAD,2023-07-25,Não realizou a rematrícula
382734,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
383382,ADM_EAD,2023-07-25,Não realizou a rematrícula
383854,ADM_EAD,2023-07-25,Não realizou a rematrícula
382742,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
385563,ADM_EAD,2023-07-25,Não realizou a rematrícula
383684,LOG_EAD,2023-07-25,Não realizou a rematrícula
384389,LOG_EAD,2023-07-25,Não realizou a rematrícula
386519,ADM_EAD,2023-07-25,Não realizou a rematrícula
388163,ADM_EAD,2023-07-25,Não realizou a rematrícula
384559,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389330,ADM_EAD,2023-07-25,Não realizou a rematrícula
384899,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389488,ADM_EAD,2023-07-25,Não realizou a rematrícula
385938,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389658,ADM_EAD,2023-07-25,Não realizou a rematrícula
386713,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389879,ADM_EAD,2023-07-25,Não realizou a rematrícula
387000,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
390907,ADM_EAD,2023-07-25,Não realizou a rematrícula
391288,ADM_EAD,2023-07-25,Não realizou a rematrícula
391903,ADM_EAD,2023-07-25,Não realizou a rematrícula
387086,LOG_EAD,2023-07-25,Não realizou a rematrícula
387841,LOG_EAD,2023-07-25,Não realizou a rematrícula
388074,LOG_EAD,2023-07-25,Não realizou a rematrícula
388457,LOG_EAD,2023-07-25,Não realizou a rematrícula
389135,LOG_EAD,2023-07-25,Não realizou a rematrícula
389186,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
389394,LOG_EAD,2023-07-25,Não realizou a rematrícula
389526,LOG_EAD,2023-07-25,Não realizou a rematrícula
363306,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389801,LOG_EAD,2023-07-25,Não realizou a rematrícula
390060,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
390303,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
363543,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
390869,LOG_EAD,2023-07-25,Não realizou a rematrícula
391512,LOG_EAD,2023-07-25,Não realizou a rematrícula
391636,LOG_EAD,2023-07-25,Não realizou a rematrícula
391644,LOG_EAD,2023-07-25,Não realizou a rematrícula
392055,LOG_EAD,2023-07-25,Não realizou a rematrícula
1790002472,REC_HUM_EAD,2023-07-25,Não realizou a rematrícula
363926,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
358167,SER_SOC_EAD,2023-07-25,Falta de tempo para conciliar estudos e demais atividades
366461,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
366550,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
367123,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
367247,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
387442,GES_PUB_EAD,2023-07-25,Mudança de curso
367352,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
368774,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
368979,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
369932,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
370221,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
371287,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
332168,ADM_EAD,2023-07-25,Não se adaptou a modalidade EAD
371830,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
372720,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
372793,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
373085,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
373166,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
373390,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
373603,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
239923,CIC_EAD,2023-07-25,Não realizou a rematrícula
300010,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
303899,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
304822,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
307538,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
373808,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
323598,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
326087,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
343461,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
352401,GES_COM_EAD,2023-07-25,Não realizou a rematrícula
295602,GES_HOS_EAD,2023-07-25,Não realizou a rematrícula
295602,GES_HOS_EAD,2023-07-25,Não realizou a rematrícula
366224,GES_PUB_EAD,2023-07-25,Não realizou a rematrícula
366224,GES_PUB_EAD,2023-07-25,Não realizou a rematrícula
353378,GESFIN_EAD,2023-07-25,Não realizou a rematrícula
243896,HIST_EAD,2023-07-25,Não realizou a rematrícula
280311,HIST_EAD,2023-07-25,Não realizou a rematrícula
346118,HIST_EAD,2023-07-25,Não realizou a rematrícula
263514,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
270413,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
300673,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
310563,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
310601,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
343224,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
355451,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
358876,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
352240,CIC_EAD,2023-07-25,Doença
359236,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
360129,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
196000,ADM_EAD,2023-07-25,Não realizou a rematrícula
361419,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
363144,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
364400,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
282543,ADM_EAD,2023-07-25,Não realizou a rematrícula
364898,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
370256,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
373522,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
388894,PRO_IND_EAD,2023-07-25,Não realizou a rematrícula
373859,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
374600,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
357640,PRO_GER_EAD,2023-07-25,Falta de tempo para conciliar estudos e demais atividades
375371,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
373840,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
375606,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
376467,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
376475,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
378427,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
380290,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
386977,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
387850,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
389216,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
1790003560,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
391679,LED_FIS_EAD,2023-07-25,Não realizou a rematrícula
293893,MAT_EAD,2023-07-25,Não realizou a rematrícula
321620,MAT_EAD,2023-07-25,Não realizou a rematrícula
333806,MAT_EAD,2023-07-25,Não realizou a rematrícula
355800,MAT_EAD,2023-07-25,Não realizou a rematrícula
391016,PRO_IND_EAD,2023-07-25,Não realizou a rematrícula
361265,MAT_EAD,2023-07-25,Não realizou a rematrícula
363179,MAT_EAD,2023-07-25,Não realizou a rematrícula
375533,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
378770,MAT_EAD,2023-07-25,Não realizou a rematrícula
375835,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
383609,MAT_EAD,2023-07-25,Razões profissionais
385857,MAT_EAD,2023-07-25,Não realizou a rematrícula
377056,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389550,MAT_EAD,2023-07-25,Não realizou a rematrícula
244307,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
259169,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
296544,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
303680,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
377439,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
316774,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
320704,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
339464,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
377765,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
349923,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
350972,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
377935,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
351994,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
353700,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
354331,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
356342,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
357187,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
377960,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
360676,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
360765,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
378354,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389216,LED_FIS_EAD,2023-07-25,Outros
380642,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
361940,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
381584,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
362016,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
381649,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
362342,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
365040,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
365430,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
382530,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
365690,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
365830,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
382799,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
366283,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
383005,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
383030,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
383064,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
383668,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
383757,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
366844,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
383846,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
367077,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
384400,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
369070,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
371503,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
384451,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
372330,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
372488,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
372780,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
373948,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
384597,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
374260,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
375843,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
375890,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
376360,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
377544,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
379458,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
380685,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
381169,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
381967,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
384354,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
384885,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
386616,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
387566,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
388554,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
389852,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
391164,PRO_GER_EAD,2023-07-25,Não realizou a rematrícula
185068,GES_AMB_EAD,2023-07-25,Não realizou a rematrícula
211352,PED_EAD,2023-07-25,Não realizou a rematrícula
214955,PED_EAD,2023-07-25,Não realizou a rematrícula
239899,PED_EAD,2023-07-25,Não realizou a rematrícula
253110,PED_EAD,2023-07-25,Não realizou a rematrícula
254027,PED_EAD,2023-07-25,Não realizou a rematrícula
254701,PED_EAD,2023-07-25,Não realizou a rematrícula
257498,PED_EAD,2023-07-25,Não realizou a rematrícula
260663,PED_EAD,2023-07-25,Não realizou a rematrícula
261309,PED_EAD,2023-07-25,Não realizou a rematrícula
262224,PED_EAD,2023-07-25,Não realizou a rematrícula
262984,PED_EAD,2023-07-25,Não realizou a rematrícula
270472,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
271843,PED_EAD,2023-07-25,Não realizou a rematrícula
272203,PED_EAD,2023-07-25,Não realizou a rematrícula
278592,PED_EAD,2023-07-25,Não realizou a rematrícula
278894,CIC_EAD,2023-07-25,Não realizou a rematrícula
280990,PED_EAD,2023-07-25,Não realizou a rematrícula
282233,PED_EAD,2023-07-25,Não realizou a rematrícula
282616,PED_EAD,2023-07-25,Não realizou a rematrícula
283159,PED_EAD,2023-07-25,Não realizou a rematrícula
385300,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
385776,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
387898,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
388147,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
388341,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
388797,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389283,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389755,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
389763,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
1790002618,LIC_PED_EAD,2023-07-25,Não realizou a rematrícula
391938,ADM_EAD,2023-07-26,Razões financeiras
392209,GESFIN_EAD,2023-07-26,Mudança de cidade
313481,ADM_EAD,2023-07-26,Razões financeiras
372852,CIC_EAD,2023-07-26,Não realizou a rematrícula
308810,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
318734,PED_EAD,2023-07-26,Não realizou a rematrícula
320933,PED_EAD,2023-07-26,Não realizou a rematrícula
329159,PED_EAD,2023-07-26,Não realizou a rematrícula
358841,PED_EAD,2023-07-26,Não realizou a rematrícula
377536,PED_EAD,2023-07-26,Não realizou a rematrícula
1790002068,PED_EAD,2023-07-26,Não realizou a rematrícula
134137,PED_EAD,2023-07-26,Não realizou a rematrícula
301262,PED_EAD,2023-07-26,Não realizou a rematrícula
1790000435,PED_EAD,2023-07-26,Não realizou a rematrícula
1790001736,PED_EAD,2023-07-26,Não realizou a rematrícula
1790001878,PED_EAD,2023-07-26,Não realizou a rematrícula
1790002346,PED_EAD,2023-07-26,Não realizou a rematrícula
1790002503,PED_EAD,2023-07-26,Não realizou a rematrícula
1790002608,PED_EAD,2023-07-26,Não realizou a rematrícula
1790002882,PED_EAD,2023-07-26,Não realizou a rematrícula
1790003216,PED_EAD,2023-07-26,Não realizou a rematrícula
1790003391,PED_EAD,2023-07-26,Não realizou a rematrícula
1790003517,PED_EAD,2023-07-26,Não realizou a rematrícula
295939,ADM_EAD,2023-07-26,Não realizou a rematrícula
299225,ADM_EAD,2023-07-26,Não realizou a rematrícula
354439,BED_FIS_EAD,2023-07-26,Recebeu bolsa de maior valor em outra IES
297490,LIC_PED_EAD,2023-07-26,Outros
346614,GES_AMB_EAD,2023-07-26,Não realizou a rematrícula
357284,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
364469,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
375363,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
377299,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
379946,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
390320,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
391300,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
392420,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
303702,ADM_EAD,2023-07-26,Não realizou a rematrícula
392659,LIC_PED_EAD,2023-07-26,Não realizou a rematrícula
272300,EDU.ESP_EAD,2023-07-26,Outros
314038,PRO_GER_EAD,2023-07-26,Falta de tempo para conciliar estudos e demais atividades
385369,GES_AMB_EAD,2023-07-27,Falta de tempo para conciliar estudos e demais atividades
395190,CIC_EAD,2023-07-27,Desemprego
394600,REC_HUM_EAD,2023-07-27,Desemprego
390090,REC_HUM_EAD,2023-07-27,Falta de tempo para conciliar estudos e demais atividades
362660,SER_SOC_EAD,2023-07-27,Falta de tempo para conciliar estudos e demais atividades
390028,LIC_PED_EAD,2023-07-27,Razões financeiras
218411,PROC_GERE,2023-07-28,Falta de tempo para conciliar estudos e demais atividades
397006,PRO_GER_EAD,2023-07-28,Falta de tempo para conciliar estudos e demais atividades
365236,LOG_EAD,2023-07-28,Falta de tempo para conciliar estudos e demais atividades
397065,GES_AGR_EAD,2023-07-28,Não é o objetivo cursar faculdade no momento
377633,PRO_GER_EAD,2023-07-28,Falta de tempo para conciliar estudos e demais atividades
373409,LIC_PED_EAD,2023-07-28,Doença
324823,BED_FIS_EAD,2023-07-29,Falta de Identificação com Metodologia
398363,EST_COS_EAD,2023-07-29,Falta de tempo para conciliar estudos e demais atividades
398800,BED_FIS_EAD,2023-07-29,Desemprego
398800,BED_FIS_EAD,2023-07-29,Outros
313481,ADM_EAD,2023-07-31,Outros
401747,LIC_HIS_EAD,2023-07-31,Falta de equipamento para estudar
361788,EDU_ESP_EAD,2023-07-31,Razões financeiras
401950,LIC_LET_EAD,2023-07-31,Razões financeiras
395941,GES_COM_EAD,2023-07-31,Desemprego
287006,ED.FIS_EAD,2023-07-31,Falta de tempo para conciliar estudos e demais atividades
329060,BED_FIS_EAD,2023-07-31,Razões financeiras
396816,LIC_LET_EAD,2023-07-31,Razões financeiras
278112,LIC_PED_EAD,2023-07-31,Inscrição não confirmada
278112,LIC_PED_EAD,2023-07-31,Doença
399831,ADM_EAD,2023-08-01,Não se adaptou a modalidade EAD
368723,ADE_SIS_EAD,2023-08-01,Razões financeiras
131081,ENG_COA_EAD,2023-08-01,Falta de tempo para conciliar estudos e demais atividades
312680,BED_FIS_EAD,2023-08-01,Insatisfação com Atendimento Unidade
295009,GESFIN_EAD,2023-08-01,Razões Particulares
381320,GES_COM_EAD,2023-08-02,Insatisfação com o PIPA
330896,BED_FIS_EAD,2023-08-02,Dificuldade em acompanhar o curso
313813,PRO_GER_EAD,2023-08-02,Razões financeiras
354684,BED_FIS_EAD,2023-08-02,Desemprego
368723,ADE_SIS_EAD,2023-08-02,Outros
397430,LED_FIS_EAD,2023-08-02,Venda com Inconsistência
389232,TEC_INF_EAD,2023-08-02,Não se adaptou a modalidade EAD
278112,LIC_PED_EAD,2023-08-02,Não realizou a rematrícula
278112,LIC_PED_EAD,2023-08-02,Não realizou a rematrícula
372470,EST_COS_EAD,2023-08-03,Razões financeiras
381916,LIC_HIS_EAD,2023-08-03,Venda com Inconsistência
381916,LIC_HIS_EAD,2023-08-03,Venda com Inconsistência
281996,PROC_GERE,2023-08-03,Outros
364790,LIC_PED_EAD,2023-08-03,Falta de Identificação com o Curso
285224,PED_EAD,2023-08-03,Não realizou a rematrícula
399211,LIC_PED_EAD,2023-08-03,Razões financeiras
187791,PED_EAD,2023-08-03,Doença
396743,LIC_PED_EAD,2023-08-03,Desemprego
376750,BED_FIS_EAD,2023-08-03,Falta de tempo para conciliar estudos e demais atividades
161401,PED_EAD,2023-08-04,Não realizou a rematrícula
